year,Base case cost,Modeled solar power (pv)
2016,1160452.57069,1247498.18178
2017,1421276.64976,1502710.14741
2018,1616906.75432,1693714.5236
2019,1899498.53017,1970610.08801
2020,2029800.03681,2097341.63639
2021,2123833.14936,2188355.80949
2022,2195889.54458,2257742.29726
2023,2246400.01737,2305923.75061
2024,2282409.08429,2339843.64025
2025,2332901.13493,2388111.53873
2026,2390627.59198,2443573.74471
2027,2441099.09484,2491923.62179
2028,2477074.86018,2526007.1906
2029,2535018.13176,2581835.41629
2030,2571232.6765,2616249.45672
2031,2628918.74654,2671914.42556
2032,2693834.97172,2734768.81471
2033,2751228.413,2790233.88388
2034,2816113.46224,2853149.24012
2035,2859269.78464,2894636.34146
