year,Base case diesel consumed,Modeled wind power
2019,117119.571699,96306.5162742
2020,117119.571699,96306.5162742
2021,117119.571699,96306.5162742
2022,117119.571699,96306.5162742
2023,117119.571699,96306.5162742
2024,117119.571699,96306.5162742
2025,117119.571699,96306.5162742
2026,117119.571699,96306.5162742
2027,117119.571699,96306.5162742
2028,117119.571699,96306.5162742
2029,117119.571699,96306.5162742
2030,117119.571699,96306.5162742
2031,117119.571699,96306.5162742
2032,117119.571699,96306.5162742
2033,117119.571699,96306.5162742
2034,117119.571699,96306.5162742
2035,117119.571699,96306.5162742
2036,117119.571699,96306.5162742
2037,117119.571699,96306.5162742
2038,117119.571699,96306.5162742
