year,Base case cost,Modeled residential energy efficiency
2017,731476.231013,714923.899309
2018,758792.045018,737959.215276
2019,800341.857243,773433.481899
2020,823739.440193,794069.453212
2021,840117.748258,808514.633131
2022,851816.539733,818832.618788
2023,872609.239098,838520.673497
2024,879722.813728,844805.764636
2025,888021.984129,852138.370964
2026,898692.346074,861566.007673
2027,906991.516476,868898.614001
2028,914105.091106,875183.70514
2029,911480.376257,871454.345636
2030,917329.771994,876613.338464
2031,927858.684322,885899.525555
2032,938387.59665,895185.712646
2033,936304.095982,891859.486742
2034,947845.721216,902020.306157
2035,954770.696356,908116.797806
2036,965158.159066,917261.535279
