year,Base case cost,Modeled non-residential energy efficiency
2017,760964.67811,729186.816571
2018,800450.559008,764963.060619
2019,856495.03512,815742.24572
2020,881969.796989,838823.693493
2021,899802.130298,854980.706934
2022,912539.511232,866521.430821
2023,922729.41598,875754.00993
2024,930371.844541,882678.444262
2025,939288.011195,890756.950982
2026,950751.654036,901143.60248
2027,959667.820691,909222.109201
2028,967310.249251,916146.543533
2029,977500.153999,925379.122642
2030,983868.844466,931149.484585
2031,995332.487308,941536.136083
