year,Base case diesel consumed,Modeled diesel efficiency
2019,117119.571699,106472.337908
2020,117119.571699,106472.337908
2021,117119.571699,106472.337908
2022,117119.571699,106472.337908
2023,117119.571699,106472.337908
2024,117119.571699,106472.337908
2025,117119.571699,106472.337908
2026,117119.571699,106472.337908
2027,117119.571699,106472.337908
2028,117119.571699,106472.337908
2029,117119.571699,106472.337908
2030,117119.571699,106472.337908
2031,117119.571699,106472.337908
2032,117119.571699,106472.337908
2033,117119.571699,106472.337908
2034,117119.571699,106472.337908
2035,117119.571699,106472.337908
2036,117119.571699,106472.337908
2037,117119.571699,106472.337908
2038,117119.571699,106472.337908
