year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,54205.64,357195.02,423188.8,52951.55,403769.65,308287.43
2018,57300.1,377720.8,439161.77,55393.02,422729.76,319630.27
2019,61709.77,406854.17,463696.94,58897.91,449640.87,336644.92
2020,63707.92,420096.61,477936.21,60477.68,461873.19,345803.23
2021,65117.95,429366.31,487903.7,61608.09,470435.82,352214.05
2022,66126.6,435987.53,495023.34,62418.68,476551.98,356793.2
2023,66937.64,441284.51,508583.84,63076.01,481444.91,364025.4
2024,67549.26,445257.24,512922.72,63576.11,485114.6,366800.09
2025,68261.46,449892.09,517984.75,64156.61,489395.92,370037.24
2026,69157.07,455851.19,524493.06,64859.92,494900.46,374199.28
2027,69851.72,460486.04,529555.09,65402.83,499181.78,377436.43
2028,70450.75,464458.78,533893.97,65875.96,502851.47,380211.12
2029,71241.2,469755.75,531333.49,66489.24,507744.4,380146.88
2030,71737.1,473066.36,534893.31,66876.56,510802.48,382436.46
2031,72641.93,479025.46,541300.98,67599.74,516307.03,386557.7
2032,,,547708.66,,,390678.94
2033,,,545412.83,,,390891.26
2034,,,552420.64,,,395425.08
2035,,,556625.33,,,398145.37
2036,,,562932.35,,,402225.8
