year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,117119.57,10047.94,66212.19,73432.94
2018,117119.57,10044.36,66212.19,72314.66
2019,117119.57,10042.76,66212.19,71196.37
2020,117119.57,10041.12,66212.19,71196.37
2021,117119.57,10041.78,66212.19,71196.37
2022,117119.57,10042.46,66212.19,71196.37
2023,117119.57,10043.61,66212.19,72314.66
2024,117119.57,10044.94,66212.19,72314.66
2025,117119.57,10046.28,66212.19,72314.66
2026,117119.57,10045.04,66212.19,72314.66
2027,117119.57,10043.81,66212.19,72314.66
2028,117119.57,10043.3,66212.19,72314.66
2029,117119.57,10041.47,66212.19,71196.37
2030,117119.57,10040.6,66212.19,71196.37
2031,117119.57,10040.76,66212.19,71196.37
2032,117119.57,,,71196.37
2033,117119.57,,,70078.09
2034,117119.57,,,70078.09
2035,117119.57,,,70078.09
2036,117119.57,,,70078.09
