year,Base case cost,Modeled non-residential energy efficiency
2017,590181.981568,591383.2306
2018,630181.506865,626261.703978
2019,685565.464969,675215.26754
2020,711206.186313,697067.349342
2021,728641.876828,711469.111896
2022,741975.051927,722162.951406
2023,751205.711611,729148.040049
2024,759410.742441,735231.002327
2025,768641.402125,742282.670713
2026,778897.690663,750302.274221
2027,788128.350347,757417.437999
2028,796333.381177,763627.426778
2029,806589.669715,771738.955453
2030,812743.442837,776136.456966
2031,824025.360229,785241.545341
