year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,73566.17,6631.83,68017.55,32682.79
2018,73863.41,6634.61,68017.55,33225.95
2019,74160.64,6637.47,68017.55,33769.11
2020,74532.19,6640.59,68017.55,34312.27
2021,74829.43,6643.81,68017.55,34312.27
2022,75200.97,6647.15,68017.55,34855.43
2023,75498.21,6650.05,68017.55,35398.59
2024,75869.76,6653.18,68017.55,35941.75
2025,76241.3,6656.58,68017.55,36484.9
2026,76687.16,6660.83,68017.55,37028.06
2027,77133.01,6664.91,68017.55,37571.22
2028,77578.87,6668.98,68017.55,38114.38
2029,78024.73,6673.13,68017.55,38657.54
2030,78470.58,6677.39,68017.55,39200.7
2031,78842.13,6681.44,68017.55,39743.86
2032,79362.29,,,40287.02
2033,79808.15,,,40830.17
2034,80254.0,,,41373.33
2035,80699.86,,,41916.49
2036,81145.71,,,42459.65
