year,Base case diesel consumed,Modeled residential energy efficiency
2017,32682.7943891,30851.783933
2018,33225.9530429,31394.9425868
2019,33769.1116966,31938.1012405
2020,34312.2703503,32481.2598942
2021,34312.2703503,32481.2598942
2022,34855.4290041,33024.4185479
2023,35398.5876578,33567.5772017
2024,35941.7463115,34110.7358554
2025,36484.9049653,34653.8945091
2026,37028.063619,35197.0531629
2027,37571.2222727,35740.2118166
2028,38114.3809264,36283.3704703
2029,38657.5395802,36826.5291241
2030,39200.6982339,37369.6877778
2031,39743.8568876,37912.8464315
2032,40287.0155414,38456.0050852
2033,40830.1741951,38999.163739
2034,41373.3328488,39542.3223927
2035,41916.4915026,40085.4810464
2036,42459.6501563,40628.6397002
