year,Base case cost,Modeled diesel efficiency
2019,312957.915508,495853.53294
2020,333158.888385,509264.623963
2021,347208.540553,517199.70126
2022,358708.641942,522930.380131
2023,366921.301579,525783.193385
2024,374796.597167,528437.43487
2025,383493.753192,531944.410921
2026,393405.122559,536658.331259
2027,402634.332901,540852.804258
2028,411168.00855,544513.310117
2029,421333.515593,549753.331456
2030,428449.370523,552314.723402
2031,439150.647345,558227.173369
2032,450777.817571,565070.781755
2033,462887.254908,572440.15569
2034,474301.157553,579262.519267
2035,483392.152667,584056.443507
2036,495800.313237,591947.315285
2037,504235.900661,596306.193056
2038,516367.630776,604102.774882
