year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,68017.5488311,50332.986135
2018,68017.5488311,50332.986135
2019,68017.5488311,50332.986135
2020,68017.5488311,50332.986135
2021,68017.5488311,50332.986135
2022,68017.5488311,50332.986135
2023,68017.5488311,50332.986135
2024,68017.5488311,50332.986135
2025,68017.5488311,50332.986135
2026,68017.5488311,50332.986135
2027,68017.5488311,50332.986135
2028,68017.5488311,50332.986135
2029,68017.5488311,50332.986135
2030,68017.5488311,50332.986135
2031,68017.5488311,50332.986135
