year,annotation,Average Load
2003,,96.0
2004,,96.0
2005,,102.0
2006,,112.0
2007,,105.0
2008,,101.0
2009,,105.0
2010,,110.0
2011,,113.0
2012,,115.0
2013,,110.0
2014,,107.0
2015,,112.0
2016,start of forecast,108.0
2017,,109.0
2018,,109.0
2019,,110.0
2020,,110.0
2021,,111.0
2022,,111.0
2023,,112.0
2024,,112.0
2025,,113.0
2026,,113.0
2027,,114.0
2028,,115.0
2029,,115.0
2030,,116.0
2031,,117.0
2032,,117.0
2033,,118.0
2034,,119.0
2035,,119.0
2036,,120.0
2037,,121.0
2038,,121.0
2039,,122.0
2040,,122.0
