year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,14017.43,869119.0,869119.0
2004,,14017.43,927074.0,927074.0
2005,,14017.43,958546.0,958546.0
2006,,14017.43,1004355.0,1004355.0
2007,,14017.43,964123.0,964123.0
2008,,14017.43,927222.0,927222.0
2009,,14017.43,951711.0,951711.0
2010,,14017.43,1009853.0,1009853.0
2011,,14017.43,1031033.0,1031033.0
2012,,14017.43,1055383.0,1055383.0
2013,,14017.43,998431.0,998431.0
2014,,14017.43,973955.0,973955.0
2015,,14017.43,1021094.0,1021094.0
2016,start of forecast,14017.43,987000.0,987000.0
2017,,14017.43,990000.0,990000.0
2018,,14017.43,994000.0,994000.0
2019,,14017.43,998000.0,998000.0
2020,,14017.43,1003000.0,1003000.0
2021,,14017.43,1007000.0,1007000.0
2022,,14017.43,1012000.0,1012000.0
2023,,14017.43,1016000.0,1016000.0
2024,,14017.43,1021000.0,1021000.0
2025,,14017.43,1026000.0,1026000.0
2026,,14017.43,1032000.0,1032000.0
2027,,14017.43,1038000.0,1038000.0
2028,,14017.43,1044000.0,1044000.0
2029,,14017.43,1050000.0,1050000.0
2030,,14017.43,1056000.0,1056000.0
2031,,14017.43,1061000.0,1061000.0
2032,,14017.43,1068000.0,1068000.0
2033,,14017.43,1074000.0,1074000.0
2034,,14017.43,1080000.0,1080000.0
2035,,14017.43,1086000.0,1086000.0
2036,,14017.43,1092000.0,1092000.0
2037,,14017.43,1098000.0,1098000.0
2038,,14017.43,1103000.0,1103000.0
2039,,14017.43,1109000.0,1109000.0
2040,,14017.43,1114000.0,1114000.0
