year,Base case diesel consumed,Modeled diesel efficiency
2019,74160.6434853,67418.7668048
2020,74532.1897953,67756.5361776
2021,74829.4268433,68026.7516758
2022,75200.9731534,68364.5210485
2023,75498.2102014,68634.7365468
2024,75869.7565115,68972.5059195
2025,76241.3028215,69310.2752923
2026,76687.1583936,69715.5985396
2027,77133.0139656,70120.9217869
2028,77578.8695377,70526.2450343
2029,78024.7251097,70931.5682816
2030,78470.5806818,71336.8915289
2031,78842.1269918,71674.6609017
2032,79362.2918259,72147.5380236
2033,79808.147398,72552.8612709
2034,80254.00297,72958.1845182
2035,80699.8585421,73363.5077655
2036,81145.7141141,73768.8310129
2037,81591.5696862,74174.1542602
2038,81963.1159962,74511.9236329
