year,Base case cost,Modeled residential energy efficiency
2017,581199.841627,581390.797395
2018,618560.612614,617689.923599
2019,668245.380025,666046.540377
2020,696376.509041,693388.466597
2021,709637.548831,706014.552792
2022,728951.901701,724774.778777
2023,745324.032475,740673.431574
2024,761064.45422,755965.920298
2025,777782.739973,772225.028212
2026,795508.560163,789480.260149
2027,812592.78118,806118.941001
2028,829005.732597,822111.242418
2029,847295.290896,839949.956345
2030,862306.362261,854589.698994
2031,881830.928267,873657.513917
2032,901573.077403,892948.896501
2033,922431.55254,913344.139248
2034,942618.758077,933092.129792
2035,960267.977277,950362.63784
2036,981789.091945,971437.243837
