year,Base case diesel consumed,Modeled non-residential ashp
2017,36619.7059247,23258.8031524
2018,37855.9275162,24495.0247439
2019,39092.1491077,25731.2463354
2020,40328.3706992,26967.4679269
2021,41564.5922907,28203.6895183
2022,42800.8138821,29439.9111098
2023,42800.8138821,29439.9111098
2024,44037.0354736,30676.1327013
2025,45273.2570651,31912.3542928
2026,46509.4786566,33148.5758843
2027,47745.700248,34384.7974757
2028,48981.9218395,35621.0190672
2029,50218.143431,36857.2406587
2030,51454.3650225,38093.4622502
2031,52690.5866139,39329.6838416
