year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,75927.0,64611.9497118
2018,75919.0,64603.9497118
2019,75911.0,64595.9497118
2020,75903.0,64587.9497118
2021,74872.0,63556.9497118
2022,74863.0,63547.9497118
2023,74853.0,63537.9497118
2024,73821.0,62505.9497118
2025,73812.0,62496.9497118
2026,73804.0,62488.9497118
2027,72774.0,61458.9497118
2028,72766.0,61450.9497118
2029,72758.0,61442.9497118
2030,72751.0,61435.9497118
2031,71723.0,60407.9497118
2032,71716.0,60400.9497118
2033,71710.0,60394.9497118
2034,71703.0,60387.9497118
2035,71696.0,60380.9497118
2036,70667.0,59351.9497118
