year,Base case cost,Modeled non-residential energy efficiency
2017,309825.762931,323638.379581
2018,326277.295555,337575.293829
2019,350040.620456,358307.817669
2020,361008.308872,367230.168048
2021,368929.417173,373362.298786
2022,375022.577404,377831.11691
2023,378678.473543,380072.174596
2024,382334.369681,382339.990485
2025,385990.26582,384633.937445
2026,391474.110028,388644.773654
2027,395130.006167,390989.159749
2028,398785.902305,393357.8823
2029,403660.43049,396877.951328
2030,406097.694583,398166.068569
2031,411581.538791,402295.801941
