year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,43421.6743397,32132.0390114
2018,43421.6743397,32132.0390114
2019,43421.6743397,32132.0390114
2020,43421.6743397,32132.0390114
2021,43421.6743397,32132.0390114
2022,43421.6743397,32132.0390114
2023,43421.6743397,32132.0390114
2024,43421.6743397,32132.0390114
2025,43421.6743397,32132.0390114
2026,43421.6743397,32132.0390114
2027,43421.6743397,32132.0390114
2028,43421.6743397,32132.0390114
2029,43421.6743397,32132.0390114
2030,43421.6743397,32132.0390114
2031,43421.6743397,32132.0390114
