year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,4097.55,152010.26,192245.08,5187.35,157815.5,168760.04
2018,4381.97,163734.11,200705.45,5304.49,162543.18,173815.59
2019,4801.68,180668.56,212925.98,5489.05,169372.06,181118.05
2020,4974.79,188484.47,218566.23,5552.57,172523.84,184488.41
2021,5086.45,194129.28,215374.34,5584.84,174800.13,182129.68
2022,5159.26,198471.45,218405.56,5596.36,176551.13,183954.09
2023,5181.83,201076.75,220224.29,5581.02,177601.72,185048.74
2024,5204.09,203682.05,214552.66,5566.04,178652.32,181244.88
2025,5226.8,206287.35,216310.04,5552.18,179702.91,182310.72
2026,5288.0,210195.3,218946.1,5561.1,181278.81,183909.48
2027,5315.12,212800.6,212998.39,5553.19,182329.4,179975.99
2028,5342.15,215405.9,214694.41,5545.7,183380.0,181013.02
2029,5390.13,218879.64,216955.78,5548.76,184780.79,182395.74
2030,5396.47,220616.5,218086.46,5532.45,185481.19,183087.09
2031,5459.77,224524.45,212649.32,5546.65,187057.08,179513.68
2032,5508.69,227998.19,214828.88,5552.35,188457.88,180857.99
2033,5567.8,231906.14,217280.89,5563.49,190033.77,182370.33
2034,5624.84,235814.09,219732.89,5573.18,191609.67,183882.67
2035,5650.29,238419.39,221367.57,5567.58,192660.26,184890.9
2036,5706.85,242327.34,215419.15,5577.88,194236.15,181077.44
2037,5719.84,244498.42,216730.25,5565.91,195111.65,181893.62
2038,5785.53,248840.59,219352.45,5581.24,196862.64,183525.99
2039,5820.39,251880.11,221187.99,5581.64,198088.34,184668.65
2040,5885.42,256222.28,223810.19,5597.4,199839.33,186301.02
