year,annotation,diesel generation efficiency
2002,,10.12
2003,,11.29
2004,,11.05
2005,,10.92
2006,,10.15
2007,,10.2
2008,,10.57
2009,,10.83
2010,,11.85
2011,,12.97
2012,,12.34
2013,,12.18
2014,start of forecast,12.5
2015,,12.5
2016,,12.5
2017,,12.5
2018,,12.5
2019,,12.5
2020,,12.5
2021,,12.5
2022,,12.5
2023,,12.5
2024,,12.5
2025,,12.5
2026,,12.5
2027,,12.5
2028,,12.5
2029,,12.5
2030,,12.5
2031,,12.5
2032,,12.5
2033,,12.5
2034,,12.5
2035,,12.5
2036,,12.5
2037,,12.5
2038,,12.5
2039,,12.5
2040,,12.5
