year,Base case cost,Modeled residential energy efficiency
2017,361005.123983,339475.718326
2018,374521.039111,349659.638863
2019,394044.027629,364757.445196
2020,403054.637714,371308.903709
2021,397504.017919,363781.240442
2022,402359.647087,366956.065397
2023,405273.024588,368577.171398
2024,395797.535741,357826.660281
2025,398620.754047,359391.701275
2026,402855.581507,362106.649448
2027,392974.376285,350999.781659
2028,395707.435397,352522.866295
2029,399351.514213,354786.856275
2030,401173.553621,355614.637678
2031,392163.002387,345160.852226
2032,395686.868943,347348.470171
2033,399651.21882,349897.787881
2034,403615.568696,352460.712837
2035,406258.468614,353993.628283
2036,396496.59076,342856.59071
