year,Base case cost,Modeled residential energy efficiency
2017,66226.4565109,85694.9821726
2018,70707.3384816,89357.6642152
2019,72574.6024536,90329.2147714
2020,73508.2344396,90560.333718
2021,74130.6557636,90552.6979842
2022,74649.3402002,90473.3444004
2023,74960.5508622,90238.3312907
2024,71812.0118483,86564.9966637
2025,72154.9845444,86374.2222213
2026,72546.95334,86233.2692137
2027,72840.9299367,86025.0074638
2028,73134.9065334,85827.1053926
2029,69972.338294,82172.7377829
2030,70156.833315,81905.4259109
2031,66985.8142907,78252.0979047
2032,67375.0769898,78158.4361253
2033,67721.088278,78040.7617469
2034,68110.3509772,77965.2867951
2035,68326.6080323,77765.7314768
2036,68715.8707315,77707.60084
