year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,73941.0,54694.8469252
2018,73941.0,54694.8469252
2019,73941.0,54694.8469252
2020,73941.0,54694.8469252
2021,73941.0,54694.8469252
2022,73941.0,54694.8469252
2023,73941.0,54694.8469252
2024,73941.0,54694.8469252
2025,73941.0,54694.8469252
2026,73941.0,54694.8469252
2027,73941.0,54694.8469252
2028,73941.0,54694.8469252
2029,73941.0,54694.8469252
2030,73941.0,54694.8469252
2031,73941.0,54694.8469252
2032,,
2033,,
2034,,
2035,,
2036,,
