year,Base case diesel consumed,Modeled non-residential ashp
2017,73940.8394335,51783.6194067
2018,73940.8394335,51783.6194067
2019,73940.8394335,51783.6194067
2020,73940.8394335,51783.6194067
2021,73940.8394335,51783.6194067
2022,73940.8394335,51783.6194067
2023,73940.8394335,51783.6194067
2024,73940.8394335,51783.6194067
2025,73940.8394335,51783.6194067
2026,73940.8394335,51783.6194067
2027,73940.8394335,51783.6194067
2028,73940.8394335,51783.6194067
2029,73940.8394335,51783.6194067
2030,73940.8394335,51783.6194067
2031,73940.8394335,51783.6194067
