year,Base case cost,Modeled water and wastewater efficiency
2017,25991.9887645,21341.3620518
2018,27344.0782668,22161.6315585
2019,29138.7696217,23273.9616282
2020,30036.9772698,23798.9002544
2021,30636.9844906,24129.4891745
2022,31132.7183126,24392.8582735
2023,31426.8968987,24525.1739642
2024,31667.34572,24623.447619
2025,32007.135774,24788.3701188
2026,32396.889341,24987.4900292
2027,32689.5200963,25124.2399299
2028,32982.5019107,25262.5342289
2029,33301.1482835,25417.9595994
2030,33475.5560921,25480.0826832
2031,33854.1947854,25677.824107
