year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,220723.58,4631.34,73857.4,3731.18
2018,221827.11,4632.75,73857.4,3969.73
2019,225020.05,4633.18,73857.4,3969.73
2020,222060.09,4633.51,73857.4,3969.73
2021,222660.09,4633.89,73857.4,3969.73
2022,223246.74,4633.58,73857.4,3969.73
2023,223016.13,4632.92,73857.4,3969.73
2024,223695.3,4631.71,73857.4,3731.18
2025,224194.87,4630.5,73857.4,3731.18
2026,224639.66,4629.34,73857.4,3731.18
2027,225000.59,4628.53,73857.4,3731.18
2028,225306.94,4627.79,73857.4,3731.18
2029,226913.59,4623.79,73857.4,3492.63
2030,228315.3,4620.5,73857.4,3492.63
2031,229317.21,4618.02,73857.4,3254.08
2032,229392.25,,,3254.08
2033,229317.25,,,3254.08
2034,229239.24,,,3254.08
2035,229547.99,,,3254.08
2036,230166.39,,,3254.08
