year,Base case cost,Modeled non-residential energy efficiency
2017,520560.69731,516068.285027
2018,542629.957566,535560.187663
2019,572055.637909,562271.545092
2020,586768.47808,574685.203345
2021,596577.038194,582362.761961
2022,604750.838289,588490.722334
2023,609655.118346,591474.268049
2024,613742.018394,593703.059185
2025,619463.678461,597566.779521
2026,626002.718537,602267.574188
2027,630906.998594,605413.830056
2028,635811.278651,608598.408274
2029,641532.938717,612617.301094
2030,644802.458755,614282.069623
2031,651341.498831,619170.090397
