year,Base case diesel consumed,Modeled residential ashp
2017,7631.33839442,3900.15532042
2018,8119.24142626,4388.05835226
2019,8119.24142626,4388.05835226
2020,8119.24142626,4388.05835226
2021,8119.24142626,4388.05835226
2022,8119.24142626,4388.05835226
2023,8119.24142626,4388.05835226
2024,7631.33839442,3900.15532042
2025,7631.33839442,3900.15532042
2026,7631.33839442,3900.15532042
2027,7631.33839442,3900.15532042
2028,7631.33839442,3900.15532042
2029,7143.43536257,3412.25228857
2030,7143.43536257,3412.25228857
2031,6655.53233073,2924.34925672
