year,Base case diesel consumed,Modeled non-residential ashp
2017,89945.7763607,79478.9859498
2018,88462.1470399,77995.356629
2019,88462.1470399,77995.356629
2020,86978.5177191,76511.7273082
2021,85494.8883983,75028.0979874
2022,85494.8883983,75028.0979874
2023,84011.2590775,73544.4686666
2024,82527.6297567,72060.8393459
2025,81044.0004359,70577.2100251
2026,81044.0004359,70577.2100251
2027,79560.3711152,69093.5807043
2028,78076.7417944,67609.9513835
2029,76593.1124736,66126.3220627
2030,75109.4831528,64642.6927419
2031,73625.853832,63159.0634211
