year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,34889.3013696,25818.0830135
2018,34889.3013696,25818.0830135
2019,34889.3013696,25818.0830135
2020,34889.3013696,25818.0830135
2021,34889.3013696,25818.0830135
2022,34889.3013696,25818.0830135
2023,34889.3013696,25818.0830135
2024,34889.3013696,25818.0830135
2025,34889.3013696,25818.0830135
2026,34889.3013696,25818.0830135
2027,34889.3013696,25818.0830135
2028,34889.3013696,25818.0830135
2029,34889.3013696,25818.0830135
2030,34889.3013696,25818.0830135
2031,34889.3013696,25818.0830135
