year,Base case cost,Modeled diesel efficiency
2019,1152135.53,1458823.30905
2020,1233373.52274,1523033.20072
2021,1289573.60523,1564707.35942
2022,1339618.09967,1601006.23585
2023,1377528.88962,1626490.0063
2024,1411648.37257,1648737.61597
2025,1450996.91421,1675944.46467
2026,1495358.76951,1707909.60329
2027,1535861.41277,1736562.39426
2028,1572977.79683,1762328.20002
2029,1619491.74745,1796824.19465
2030,1653522.65027,1820154.52799
2031,1701674.52143,1856500.3912
2032,1755634.44859,1898300.41227
2033,1805646.61348,1936681.58468
2034,1861315.59307,1980371.35756
2035,1904008.91087,2012427.22372
2036,1961943.90802,2058497.51161
2037,2006664.14143,2092709.01579
2038,2067273.71758,2141516.39095
