year,Base case cost,Modeled diesel efficiency
2019,130772.503447,284133.270734
2020,136829.335186,285766.453827
2021,141202.810636,285960.087104
2022,144242.401471,285029.74457
2023,146714.100837,283669.705985
2024,148378.154911,281659.984348
2025,151148.530649,280738.568234
2026,153375.396663,279403.675956
2027,156170.154146,278663.782612
2028,157846.399092,276983.948314
2029,160663.506507,276416.348297
2030,162652.65051,275169.380996
2031,165781.641076,275030.245947
2032,168041.016082,274170.48113
2033,171196.420205,274193.579046
2034,174030.798023,273991.525155
2035,176076.832763,273137.922934
2036,178921.369641,273073.832538
2037,180987.722502,272364.412284
2038,183556.948847,272172.804188
