year,Base case cost,Modeled non-residential energy efficiency
2017,308761.682249,321409.92256
2018,330696.050025,340564.853181
2019,359524.076246,366010.634337
2020,373311.393135,377790.263807
2021,382085.140245,385026.311277
2022,388978.798689,390569.294203
2023,393365.672245,393848.615
2024,397125.849578,396574.435618
2025,402139.419355,400456.927394
2026,407152.989133,404355.333418
2027,412166.55891,408269.280708
2028,415926.736244,411058.030048
2029,420940.306021,415001.97565
2030,424073.787132,417249.832738
2031,429714.053132,421792.574445
