year,Base case diesel consumed,Modeled diesel efficiency
2019,27531.0533573,25028.2303248
2020,27531.0533573,25028.2303248
2021,27632.6439601,25120.5854182
2022,27632.6439601,25120.5854182
2023,27734.2345628,25212.9405117
2024,27734.2345628,25212.9405117
2025,27835.8251656,25305.2956051
2026,27835.8251656,25305.2956051
2027,27937.4157684,25397.6506986
2028,27937.4157684,25397.6506986
2029,28039.0063712,25490.005792
2030,28140.596974,25582.3608855
2031,28242.1875768,25674.7159789
2032,28242.1875768,25674.7159789
2033,28343.7781796,25767.0710724
2034,28343.7781796,25767.0710724
2035,28445.3687824,25859.4261658
2036,28445.3687824,25859.4261658
2037,28546.9593852,25951.7812593
2038,28546.9593852,25951.7812593
