year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,40935.4913968,30292.2636336
2018,40935.4913968,30292.2636336
2019,40935.4913968,30292.2636336
2020,40935.4913968,30292.2636336
2021,40935.4913968,30292.2636336
2022,40935.4913968,30292.2636336
2023,40935.4913968,30292.2636336
2024,40935.4913968,30292.2636336
2025,40935.4913968,30292.2636336
2026,40935.4913968,30292.2636336
2027,40935.4913968,30292.2636336
2028,40935.4913968,30292.2636336
2029,40935.4913968,30292.2636336
2030,40935.4913968,30292.2636336
2031,40935.4913968,30292.2636336
