year,Base case cost,Modeled residential energy efficiency
2017,160640.620679,155285.882662
2018,170165.866649,164262.597311
2019,182684.761353,176099.69045
2020,188672.05882,181704.533555
2021,205234.431766,197985.940128
2022,208407.61018,200917.767883
2023,210426.905534,202747.631341
2024,212157.730124,204303.797969
2025,214465.496243,206414.536588
2026,216773.262362,208527.575105
2027,232616.705281,224178.536416
2028,234445.455151,225841.722664
2029,236883.788311,228091.909515
2030,238407.746535,229466.900126
2031,241150.87134,232013.650769
2032,257712.432981,248393.195409
2033,260602.445706,251090.776905
2034,263813.570956,254099.01104
2035,265419.133581,255565.351976
2036,268630.25883,258577.258253
