year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,54452.76,225859.02,104839.59,10311.45,82902.67,55801.03
2018,57910.72,240186.44,109244.67,11264.94,90509.61,60921.2
2019,62457.36,259016.76,115034.2,12517.5,100507.31,67650.56
2020,64620.32,268022.57,117803.11,13123.46,105288.82,70868.95
2021,65987.75,273753.54,129279.2,13514.51,108331.6,75955.23
2022,67058.88,278256.45,130776.14,13823.82,110722.35,77631.47
2023,67733.93,281121.93,131728.73,14024.65,112243.74,78698.17
2024,68307.97,283578.06,132545.24,14199.57,113547.79,79612.49
2025,69075.29,286852.9,133633.92,14431.74,115286.52,80831.58
2026,69840.69,290127.74,134722.6,14665.18,117025.25,82050.66
2027,70604.54,293402.58,146016.16,14899.67,118763.98,86600.54
2028,71170.45,295858.71,146894.03,15079.83,120068.03,87551.43
2029,71929.25,299133.55,148064.51,15317.59,121806.76,88819.28
2030,72392.09,301180.32,148796.06,15473.21,122893.47,89611.69
2031,73252.26,304864.52,150112.85,15736.97,124849.54,91038.02
2032,,,161856.34,,,95856.1
2033,,,163265.16,,,97337.29
2034,,,164830.52,,,98983.05
2035,,,165613.2,,,99805.94
2036,,,167178.55,,,101451.71
