year,Base case cost,Modeled solar power (pv)
2016,564164.326335,591768.557827
2017,672869.060059,698060.787327
2018,752455.723076,775729.819194
2019,863666.215659,884576.770435
2020,914615.634579,934128.807779
2021,950814.142544,969178.268415
2022,977666.867696,995051.894704
2023,994877.275014,1011449.17157
2024,1012098.29995,1027876.29603
2025,1029329.94251,1044332.84716
2026,1051076.34975,1065252.28627
2027,1070742.46142,1084145.40523
2028,1088002.92324,1100685.60624
2029,1107692.54536,1119637.87724
2030,1120136.39868,1131463.84066
2031,1144329.40945,1154885.56727
2032,1166468.66871,1176304.75536
2033,1191042.39708,1200142.01885
2034,1215631.29348,1224011.44753
2035,1230546.01918,1238354.09415
