year,Base case cost,Modeled diesel efficiency
2019,863666.215659,1067516.48889
2020,914615.634579,1107216.20379
2021,950814.142544,1133661.10748
2022,977666.867696,1151761.31757
2023,994877.275014,1161243.70693
2024,1012098.29995,1170880.20386
2025,1029329.94251,1180667.42306
2026,1051076.34975,1194696.73753
2027,1070742.46142,1206969.40883
2028,1088002.92324,1217186.50696
2029,1107692.54536,1229740.23531
2030,1120136.39868,1235832.196
2031,1144329.40945,1252727.56776
2032,1166468.66871,1267875.38347
2033,1191042.39708,1285353.04299
2034,1215631.29348,1302958.44714
2035,1230546.01918,1311880.43493
2036,1255162.21804,1329730.62014
2037,1270098.17898,1338886.7181
2038,1294741.6803,1356971.49465
