year,Base case cost,Modeled diesel efficiency
2019,3649.45390705,148953.592723
2020,3859.79707172,149144.813781
2021,4017.55444522,149288.229575
2022,4122.72602756,149383.840105
2023,4206.86329343,149460.328528
2024,4269.96624283,149517.694846
2025,4343.58635046,149584.622217
2026,4438.24077456,149670.671693
2027,4522.37804043,149747.160117
2028,4585.48098983,149804.526434
2029,4669.6182557,149881.014858
2030,4722.20404687,149928.820122
2031,4816.85847097,150014.869599
2032,4911.51289507,150100.919075
2033,5016.68447741,150196.529605
2034,5111.33890151,150282.579081
2035,5174.44185091,150339.945399
2036,5279.61343325,150435.555928
2037,5342.71638265,150492.922246
2038,5447.88796499,150588.532775
