year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,3165802.67,15929.81,2466350.08,1863200.64
2018,3168922.03,16026.49,2466350.08,1887601.14
2019,3171823.76,16114.12,2466350.08,1908818.97
2020,3175886.19,16240.44,2466350.08,1940645.71
2021,3178642.83,16324.68,2466350.08,1961863.53
2022,3181109.3,16401.75,2466350.08,1980959.57
2023,3183430.68,16471.91,2466350.08,1997933.83
2024,3185679.53,16541.9,2466350.08,2014908.09
2025,3188073.45,16615.32,2466350.08,2032943.25
2026,3190612.47,16692.73,2466350.08,2053100.18
2027,3194384.72,16809.02,2466350.08,2081744.24
2028,3196561.01,16877.81,2466350.08,2098718.51
2029,3199245.11,16960.16,2466350.08,2118875.44
2030,3201929.21,17043.23,2466350.08,2139032.37
2031,3204613.31,17125.21,2466350.08,2160250.2
2032,3207152.33,,,2179346.24
2033,3209183.54,,,2195259.61
2034,3211287.29,,,2211172.98
2035,3214043.94,,,2232390.81
2036,3216873.12,,,2253608.63
