year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,2466350.07919,1825099.0586
2018,2466350.07919,1825099.0586
2019,2466350.07919,1825099.0586
2020,2466350.07919,1825099.0586
2021,2466350.07919,1825099.0586
2022,2466350.07919,1825099.0586
2023,2466350.07919,1825099.0586
2024,2466350.07919,1825099.0586
2025,2466350.07919,1825099.0586
2026,2466350.07919,1825099.0586
2027,2466350.07919,1825099.0586
2028,2466350.07919,1825099.0586
2029,2466350.07919,1825099.0586
2030,2466350.07919,1825099.0586
2031,2466350.07919,1825099.0586
