year,Base case cost,Modeled residential energy efficiency
2017,11373173.7555,12034978.4695
2018,12528888.8055,13078244.3838
2019,14082645.8533,14475822.0765
2020,15004393.5456,15322603.6784
2021,15630861.2134,15899093.9526
2022,16132563.6899,16363313.3839
2023,16534725.3456,16737362.7557
2024,16881650.5776,17062422.878
2025,17270820.9475,17426604.551
2026,17742686.212,17867233.9445
2027,18262969.1024,18359404.551
2028,18626307.1086,18700877.4475
2029,19083600.5961,19130058.6511
2030,19451441.4233,19479157.9556
2031,19959567.9542,19956048.6155
2032,20486182.0731,20448303.2763
2033,20956483.1327,20887368.465
2034,21463813.1927,21360339.0668
2035,21896161.8813,21770822.6458
2036,22465255.8252,22305557.1315
