year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,32549.2,1305716.27,546373.9,60700.87,1396698.69,566525.29
2018,35008.76,1404142.16,587593.94,60765.15,1397765.63,570922.8
2019,38376.05,1538917.78,637456.81,60847.83,1399226.6,571519.54
2020,39953.79,1601761.88,660707.21,60905.32,1399907.84,571797.8
2021,41049.31,1645407.17,682755.8,60943.43,1400380.95,575963.2
2022,41856.36,1677789.15,694840.6,60956.67,1400731.98,576107.57
2023,42402.12,1700059.77,697074.43,60942.79,1400973.39,572233.03
2024,42854.41,1718362.63,703845.93,60941.09,1401171.8,572314.06
2025,43404.69,1740377.26,711990.67,60954.52,1401410.43,572411.54
2026,44081.62,1767127.6,721887.48,60990.48,1401700.41,572529.98
2027,44652.0,1789782.2,736635.85,61013.55,1401945.99,576606.89
2028,45110.14,1808085.06,743466.39,61025.73,1402144.39,576688.49
2029,45779.94,1833171.5,759335.34,61138.68,1402416.33,580778.27
2030,46196.8,1848530.55,778229.52,61221.98,1402582.82,588804.03
2031,46893.62,1875536.87,788569.48,61284.06,1402875.57,588926.92
2032,,,799252.47,,,589053.9
2033,,,802820.44,,,585196.45
2034,,,813704.98,,,585326.03
2035,,,820653.59,,,585408.76
2036,,,831926.87,,,585542.97
