year,Base case cost,Modeled solar power (pv)
2016,262408.108242,278509.494085
2017,314997.964418,330262.061394
2018,353961.655341,368641.950018
2019,407542.922055,421411.302354
2020,433046.791773,446588.544933
2021,451998.923849,465326.137414
2022,466904.829326,480084.753332
2023,478232.489465,491330.805108
2024,486724.168382,499784.242268
2025,497923.189123,510904.949135
2026,510810.786796,523695.573691
2027,522741.721355,535551.895138
2028,532071.774283,544849.295074
2029,545231.436891,557917.511571
2030,554409.1926,567065.209754
2031,567740.374405,580308.461241
2032,581166.187493,593648.304092
2033,595743.101405,608121.860025
2034,609358.177056,621654.963265
2035,621283.936468,633538.661118
