year,Base case diesel consumed,Modeled non-residential ashp
2017,112704.896151,89158.9124503
2018,113956.900406,90410.9167055
2019,116460.908917,92914.925216
2020,118964.917427,95418.9337264
2021,120216.921683,96670.9379817
2022,121468.925938,97922.9422369
2023,123972.934448,100426.950747
2024,125224.938704,101678.955003
2025,126476.942959,102930.959258
2026,127728.947214,104182.963513
2027,130232.955724,106686.972023
2028,132736.964235,109190.980534
2029,133988.96849,110442.984789
2030,135240.972745,111694.989044
2031,137744.981256,114198.997555
