year,Base case cost,Modeled diesel efficiency
2019,407542.922055,621581.247998
2020,433046.791773,644766.584106
2021,451998.923849,661995.795084
2022,466904.829326,675546.618245
2023,478232.489465,685844.491099
2024,486724.168382,693564.199205
2025,497923.189123,703745.127151
2026,510810.786796,715461.125035
2027,522741.721355,726307.429181
2028,532071.774283,734789.295478
2029,545231.436891,746752.625122
2030,554409.1926,755096.039403
2031,567740.374405,767215.29559
2032,581166.187493,779420.580215
2033,595743.101405,792672.320135
2034,609358.177056,805049.661636
2035,621283.936468,815891.261101
2036,636490.000542,829714.955714
2037,646195.621369,838538.247374
2038,661590.948006,852533.998863
