year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,,0.0,94064.09,22905.69
2018,,0.0,94064.09,21505.27
2019,,0.0,94064.09,21505.27
2020,,0.0,94064.09,21505.27
2021,,0.0,94064.09,21505.27
2022,,0.0,94064.09,20104.84
2023,,0.0,94064.09,20104.84
2024,,0.0,94064.09,20104.84
2025,,0.0,94064.09,18704.41
2026,,0.0,94064.09,18704.41
2027,,0.0,94064.09,18704.41
2028,,0.0,94064.09,17303.98
2029,,0.0,94064.09,17303.98
2030,,0.0,94064.09,15903.55
2031,,0.0,94064.09,15903.55
2032,,0.0,94064.09,15903.55
2033,,0.0,94064.09,15903.55
2034,,0.0,94064.09,14503.12
2035,,0.0,94064.09,14503.12
2036,,0.0,94064.09,14503.12
2037,,0.0,94064.09,14503.12
2038,,0.0,94064.09,13102.69
2039,,0.0,94064.09,13102.69
2040,,0.0,94064.09,13102.69
