year,Base case cost,Modeled solar power (pv)
2016,1012069.86731,1080856.4234
2017,1213178.64274,1279320.83764
2018,1366755.23721,1430998.70882
2019,1577088.19244,1638697.97626
2020,1678196.41138,1738736.51001
2021,1755181.14678,1815012.90532
2022,1816822.48918,1876162.76035
2023,1863312.85288,1922373.43263
2024,1899563.55759,1958484.33081
2025,1946809.67777,2005461.64243
2026,1999714.09479,2058037.25197
2027,2042814.16271,2100946.03999
2028,2085986.66034,2143931.92431
2029,2138424.30811,2196058.96391
2030,2170125.84166,2227711.62982
2031,2224172.30696,2281458.56017
2032,2285916.80683,2342847.20231
2033,2343093.84521,2399738.01567
2034,2406267.18575,2462569.63767
2035,2447641.37802,2503854.38935
