year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,84835.3,5417246.0,5417246.0
2004,,84835.3,5152986.0,5152986.0
2005,,84835.3,5372490.0,5372490.0
2006,,84835.3,5856453.0,5856453.0
2007,,84835.3,6219000.0,6219000.0
2008,,84835.3,6177000.0,6177000.0
2009,,84835.3,6265027.0,6265027.0
2010,,84835.3,6276643.0,6276643.0
2011,,84835.3,6210600.0,6210600.0
2012,,84835.3,6803947.0,6803947.0
2013,,84835.3,6670380.0,6670380.0
2014,start of forecast,84835.3,6651000.0,6651000.0
2015,,84835.3,6700000.0,6700000.0
2016,,84835.3,6748000.0,6748000.0
2017,,84835.3,6796000.0,6796000.0
2018,,84835.3,6843000.0,6843000.0
2019,,84835.3,6887000.0,6887000.0
2020,,84835.3,6930000.0,6930000.0
2021,,84835.3,6974000.0,6974000.0
2022,,84835.3,7015000.0,7015000.0
2023,,84835.3,7055000.0,7055000.0
2024,,84835.3,7094000.0,7094000.0
2025,,84835.3,7134000.0,7134000.0
2026,,84835.3,7174000.0,7174000.0
2027,,84835.3,7215000.0,7215000.0
2028,,84835.3,7255000.0,7255000.0
2029,,84835.3,7289000.0,7289000.0
2030,,84835.3,7324000.0,7324000.0
2031,,84835.3,7361000.0,7361000.0
2032,,84835.3,7404000.0,7404000.0
2033,,84835.3,7448000.0,7448000.0
2034,,84835.3,7492000.0,7492000.0
2035,,84835.3,7535000.0,7535000.0
2036,,84835.3,7577000.0,7577000.0
2037,,84835.3,7616000.0,7616000.0
2038,,84835.3,7658000.0,7658000.0
2039,,84835.3,7701000.0,7701000.0
2040,,84835.3,7746000.0,7746000.0
