year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,30881.48,637534.57,458632.15,-5395.4,-76858.78,-25630.16
2018,34576.15,713307.13,520788.77,204.03,2904.14,980.48
2019,39668.82,817820.99,601478.57,7939.59,112921.96,38357.85
2020,41977.81,864852.23,645340.1,11429.24,162429.98,55847.83
2021,43655.08,898819.24,680321.63,13955.72,198185.78,68962.62
2022,44952.1,924947.7,705056.4,15903.94,225690.23,79000.79
2023,45869.04,943237.63,729110.24,17272.87,244943.35,86754.85
2024,46531.4,956301.86,744334.77,18254.9,258695.58,92161.48
2025,47450.44,974591.79,769018.86,19627.39,277948.7,100171.89
2026,48496.95,995494.56,790848.69,21195.71,299952.26,108723.19
2027,49291.18,1011171.64,814143.33,22377.84,316454.93,116015.8
2028,50086.18,1026848.72,832269.91,23561.53,332957.61,122755.49
2029,51131.74,1047751.49,860444.28,25133.34,354961.17,132338.24
2030,51669.09,1058202.88,874699.54,25928.15,365962.95,137197.97
2031,52719.23,1079105.65,897761.86,27504.85,387966.52,146250.59
2032,,,929146.41,,,157291.73
2033,,,958805.37,,,167478.34
2034,,,985021.85,,,177966.56
2035,,,1008677.75,,,185253.48
2036,,,1041812.99,,,197006.72
