year,annotation,diesel generation efficiency
2002,,13.69
2003,,13.35
2004,,13.11
2005,,12.62
2006,,13.53
2007,,13.72
2008,,13.64
2009,,13.71
2010,,
2011,,
2012,,13.25
2013,,13.02
2014,start of forecast,13.32
2015,,13.32
2016,,13.32
2017,,13.32
2018,,13.32
2019,,13.32
2020,,13.32
2021,,13.32
2022,,13.32
2023,,13.32
2024,,13.32
2025,,13.32
2026,,13.32
2027,,13.32
2028,,13.32
2029,,13.32
2030,,13.32
2031,,13.32
2032,,13.32
2033,,13.32
2034,,13.32
2035,,13.32
2036,,13.32
2037,,13.32
2038,,13.32
2039,,13.32
2040,,13.32
