year,Base case cost,Modeled biomass for heat (cordwood)
2017,3208622.62326,3364436.02715
2018,3459209.08356,3562551.16459
2019,3807228.23307,3840577.65462
2020,3974763.34163,3972387.52852
2021,4093368.76193,4063003.46758
2022,4177073.86668,4125187.94588
2023,4232829.50351,4164624.99827
2024,4281630.51272,4198516.26764
2025,4337403.81193,4238258.79047
2026,4407203.96144,4289640.56003
2027,4478322.99525,4343740.05835
2028,4527319.40713,4378375.83516
2029,4590237.15268,4424535.80512
2030,4632178.59585,4453635.47236
2031,4710814.14887,4514499.64928
2032,4780837.30283,4566871.87323
2033,4857853.516,4625091.54531
2034,4934863.55837,4683419.91296
2035,4983863.81917,4718903.61014
2036,5060845.91837,4777425.75386
