year,Base case cost,Modeled diesel efficiency
2019,1749671.97373,1979008.88669
2020,1852954.24518,2063798.78257
2021,1929506.85973,2124502.34376
2022,1983437.51133,2164848.83703
2023,2018835.88102,2188551.27092
2024,2050101.03847,2208694.93993
2025,2085832.64698,2233093.06283
2026,2131213.17078,2266452.4228
2027,2171789.50146,2295629.389
2028,2203810.45058,2317209.453
2029,2244419.05439,2346772.95755
2030,2271244.78014,2363978.91851
2031,2316343.10169,2397964.63631
2032,2361456.434,2432128.36173
2033,2410653.44304,2470165.02982
2034,2460263.24793,2508733.71419
2035,2491575.68927,2530821.50521
2036,2540780.95423,2569324.98542
2037,2571661.83627,2591315.91804
2038,2620419.0301,2629700.60403
