year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,695894.0,569570.575944
2018,695907.0,569583.575944
2019,695919.0,569595.575944
2020,697230.0,570906.575944
2021,697243.0,570919.575944
2022,697249.0,570925.575944
2023,697245.0,570921.575944
2024,697244.0,570920.575944
2025,697243.0,570919.575944
2026,697255.0,570931.575944
2027,698560.0,572236.575944
2028,698575.0,572251.575944
2029,698582.0,572258.575944
2030,698586.0,572262.575944
2031,699890.0,573566.575944
2032,699895.0,573571.575944
2033,699899.0,573575.575944
2034,699902.0,573578.575944
2035,699903.0,573579.575944
2036,699902.0,573578.575944
