year,Base case diesel consumed,Modeled diesel efficiency
2019,446344.891258,405768.082962
2020,446494.998839,405904.544399
2021,446645.10642,406041.005836
2022,446720.16021,406109.236555
2023,446645.10642,406041.005836
2024,446645.10642,406041.005836
2025,446645.10642,406041.005836
2026,446795.214,406177.467273
2027,446870.267791,406245.697992
2028,447020.375371,406382.159429
2029,447095.429162,406450.390147
2030,447095.429162,406450.390147
2031,447170.482952,406518.620866
2032,447245.536743,406586.851584
2033,447245.536743,406586.851584
2034,447320.590533,406655.082303
2035,447320.590533,406655.082303
2036,447320.590533,406655.082303
2037,447245.536743,406586.851584
2038,447170.482952,406518.620866
