year,Base case cost,Modeled wind power
2019,1749671.97373,2224936.23536
2020,1852954.24518,2302231.25148
2021,1929506.85973,2356302.87597
2022,1983437.51133,2390720.7008
2023,2018835.88102,2409036.4825
2024,2050101.03847,2424050.48036
2025,2085832.64698,2443294.2463
2026,2131213.17078,2471412.82789
2027,2171789.50146,2495537.97975
2028,2203810.45058,2512442.47524
2029,2244419.05439,2537140.81803
2030,2271244.78014,2549908.85978
2031,2316343.10169,2579082.25014
2032,2361456.434,2608519.54895
2033,2410653.44304,2641753.0591
2034,2460263.24793,2675636.73246
2035,2491575.68927,2693576.96464
2036,2540780.95423,2727514.2732
2037,2571661.83627,2745470.38282
2038,2620419.0301,2779396.57017
