year,Base case cost,Modeled water and wastewater efficiency
2017,50950.9736493,57915.8369385
2018,54461.5473031,59777.9078053
2019,59304.7340909,62560.6235647
2020,61592.4704775,63613.7375181
2021,63336.779972,64308.5147843
2022,64535.1660237,64642.2161446
2023,65257.545427,64662.0655106
2024,65914.4960582,64648.6251747
2025,66670.1538568,64713.2960609
2026,67742.05125,65005.0096071
2027,68674.1781466,65211.412581
2028,69500.3743123,65356.2973195
2029,70435.5102154,65584.6347214
2030,71054.2335126,65606.6944921
2031,72070.6033429,65909.245086
