year,Base case cost,Modeled non-residential energy efficiency
2017,4156033.46386,4091775.87926
2018,4428049.13522,4328242.50618
2019,4805848.67877,4660873.79984
2020,4979636.4688,4808739.1228
2021,5108088.31361,4915721.43624
2022,5198760.20406,4988667.2272
2023,5259208.13103,5034423.10793
2024,5312100.06713,5073539.47319
2025,5372547.9941,5119715.00719
2026,5448107.90281,5179796.68051
2027,5516111.82065,5233224.25711
2028,5569003.75675,5273141.27263
2029,5637007.67459,5326950.52165
2030,5682343.61981,5360388.43403
2031,5757903.52852,5421413.50437
