year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,446119.73,6464.23,484768.03,204661.57
2018,446269.84,6477.33,484768.03,204661.57
2019,446344.89,6489.45,484768.03,204661.57
2020,446495.0,6500.72,484768.03,205960.52
2021,446645.11,6514.04,484768.03,205960.52
2022,446720.16,6519.71,484768.03,205960.52
2023,446645.11,6515.74,484768.03,205960.52
2024,446645.11,6514.8,484768.03,205960.52
2025,446645.11,6514.22,484768.03,205960.52
2026,446795.21,6525.79,484768.03,205960.52
2027,446870.27,6532.82,484768.03,207259.48
2028,447020.38,6547.7,484768.03,207259.48
2029,447095.43,6554.59,484768.03,207259.48
2030,447095.43,6558.66,484768.03,207259.48
2031,447170.48,6563.94,484768.03,208558.43
2032,447245.54,6568.97,484768.03,208558.43
2033,447245.54,6573.18,484768.03,208558.43
2034,447320.59,6575.89,484768.03,208558.43
2035,447320.59,6577.22,484768.03,208558.43
2036,447320.59,6575.85,484768.03,208558.43
2037,447245.54,6570.95,484768.03,208558.43
2038,447170.48,6566.68,484768.03,208558.43
2039,447170.48,6566.02,484768.03,208558.43
2040,447095.43,6559.56,484768.03,207259.48
