year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,484768.027612,358728.340433
2018,484768.027612,358728.340433
2019,484768.027612,358728.340433
2020,484768.027612,358728.340433
2021,484768.027612,358728.340433
2022,484768.027612,358728.340433
2023,484768.027612,358728.340433
2024,484768.027612,358728.340433
2025,484768.027612,358728.340433
2026,484768.027612,358728.340433
2027,484768.027612,358728.340433
2028,484768.027612,358728.340433
2029,484768.027612,358728.340433
2030,484768.027612,358728.340433
2031,484768.027612,358728.340433
