year,Base case cost,Modeled diesel efficiency
2019,172331.84284,342122.797217
2020,184678.011013,348999.926642
2021,192296.892359,351681.397436
2022,199394.325058,353988.311158
2023,203999.768419,354126.935438
2024,208574.913195,354332.893869
2025,213802.639663,355224.763033
2026,219976.595047,357067.323346
2027,224559.099036,357551.471973
2028,229472.655857,358422.869093
2029,235792.442935,360656.92622
2030,239408.363025,360515.216318
2031,246531.85089,363642.569453
2032,252753.344514,366028.409341
2033,259026.708435,368538.046168
2034,265354.267963,371171.797545
2035,270601.028452,372896.095938
2036,277744.75209,376416.28481
2037,282373.258501,377719.618172
2038,289628.311982,381478.793457
